Name,URL,Cuisines,Area,Timing,Full_Address,PhoneNumber,IsHomeDelivery,isTakeaway,isIndoorSeating,isVegOnly,Dinner Ratings,Dinner Reviews,Delivery Ratings,Delivery Reviews,KnownFor,PopularDishes,PeopleKnownFor,AverageCost
Srinidhi Signature,https://www.zomato.com/bangalore/srinidhi-signature-itpl-main-road-whitefield-bangalore,"South Indian, North Indian, Mughlai, Chinese, Desserts, Beverages","ITPL Main Road, Whitefield, Bangalore",7am – 11:20pm (Today),"229/321, Survey 40/1, Whitefield Main Road, Puttandur Agrahar, Near ITPL Main Road, Whitefield, Bangalore",+916364879902,1,1,1,0,4.0,140,3.9,533,,,"Packing is Excellent, Best Staff, Comforting Atmosphere, Fantastic Decoration, Clean and Hygienic Place, Served Quickly",1300
Mondelice Cakes,https://www.zomato.com/bangalore/mondelice-cakes-kr-puram-bangalore,"Bakery, Fast Food","KR Puram, Bangalore",10am – 10pm (Today),"Shop 1, 2, Hoodi-Kr Puram Main Road, Ayyappa Nagar, Near Krishna Community Hall, KR Puram, Bangalore",+918041643247,1,1,1,1,-,3,4.3,94,,,,300
Absolute Momo Cafe,https://www.zomato.com/bangalore/absolute-momo-cafe-whitefield-bangalore,"Momos, Chinese","Whitefield, Bangalore",12noon – 10:30pm (Today),"Shop 4, Ground Floor, Survey 133, BBMP Katha 497, Hope Farm And Chikkathirupathi Main Road, Channasandra Village, Whitefield, Bangalore",+917760021999,1,1,0,0,-,0,4.0,21,,,,200
Pizza 997 AD,https://www.zomato.com/bangalore/pizza-997-ad-1-brookefield-bangalore,"Pizza, Fast Food, Desserts","Brookefield, Bangalore",,"Survey 710, Counter 21, Varthur Main Road, Thubarahalli, Brookefield, Bangalore",+918951393423,1,0,0,0,-,0,3.6,9,,,,350
New Guru Nalapaka,https://www.zomato.com/bangalore/new-guru-nalapaka-kr-puram-bangalore,"Chinese, North Indian","KR Puram, Bangalore",7am – 10pm (Today),"71 & 72, Property 37/2, Devsandra Main Road, KR Puram, Bangalore",+918296274124,1,1,1,0,-,0,3.8,112,,,,300
Sundae Everyday Ice Creams,https://www.zomato.com/bangalore/sundae-everyday-ice-creams-whitefield-bangalore,"Ice Cream, Shake","Whitefield, Bangalore",,"Shop 12 & 13, 2nd Floor, Arya Hub Mall, Hope Farm Signal, Prashanth Extension, Whitefield, Bangalore",+918047108564,1,0,0,0,-,0,4.0,320,,,,150
Sunshine Restaurant,https://www.zomato.com/bangalore/sunshine-restaurant-whitefield-bangalore,"Arabian, North Indian, Mughlai, Chinese, Lebanese","Whitefield, Bangalore",11:33am – 11:25pm (Today),"Survey 23, 653/23/1/1-2, Seegehalli Village, Bidarahalli Hobli, Whitefield, Bangalore",+918861613435,1,1,1,0,4.0,199,3.9,1229,,"Al Faham Chicken, Tandoori Chicken, Chicken Biryani, Starters","Reasonable Rates, Inexpensive, Good Packaging, Clean and Hygienic Place, Wonderful Presentation, Best Food under Best Budget",500
PVR Café,https://www.zomato.com/bangalore/pvr-café-itpl-main-road-whitefield-bangalore,"Fast Food, Burger, Ice Cream","ITPL Main Road, Whitefield, Bangalore",11am – 12midnight (Today),"3rd - 4th Floor, International Tech Park, Sadaramangala, Pattandur, Agrahara Village, ITPL Main Road, Whitefield, Bangalore",+916366952414,1,1,0,0,-,0,3.8,37,,,,200
Suryawanshi,https://www.zomato.com/bangalore/suryawanshi-whitefield,"Maharashtrian, Seafood","Whitefield, Bangalore",9am – 11pm (Today),"2nd Floor, Santosh Tower, 3rd Road, EPIP, Whitefield, Bangalore",+919738019048,1,1,1,0,4.2,966,4.0,4669,serving Maharashtrian cuisine dishes,"Pandhara Rassa, Kokum Kadi, Amrakhand, Misal Paav, Kanda Poha, Puranpoli","Gastronomical Experience, Authentic Taste, Yummy Food, Quick Service, Breakfast, Awesome Place",700
Drip The Cafe Bar,https://www.zomato.com/bangalore/drip-the-cafe-bar-kr-puram-bangalore,"Fast Food, Beverages, Tea, Shake","KR Puram, Bangalore",7:30am – 10:30pm (Today),"135/4, Gayathri Layout, Devasandra, Basavanapura Main Road, KR Puram, Bangalore",+919591807807,1,1,1,0,3.1,12,3.7,693,,,,100
Express By ABs,https://www.zomato.com/bangalore/express-by-abs-whitefield-bangalore,"North Indian, Biryani, BBQ","Whitefield, Bangalore",10:30am – 11pm (Today),"120-A2, Survey 152, EPIP Industrial Area, Hoodi Village, Near Vydehi Hospital, Hobli, Whitefield, Bangalore",+917337383763,1,1,0,0,-,0,3.6,527,,,"Elaborate Menu, Customizable Food, Good Quality, Fresh Food",350
Home Plate by EatFit,https://www.zomato.com/bangalore/home-plate-by-eatfit-1-whitefield-bangalore,"North Indian, Beverages","Whitefield, Bangalore",,"101/267, 268/11, Sri Vinayak Tech Park, Graphite Main Road, Hoodi Village, Whitefield, Bangalore",+919538925719,1,0,0,0,-,0,3.5,46,,,,150
Nandasree,https://www.zomato.com/bangalore/nandasree-kr-puram,"Andhra, Chinese, North Indian","KR Puram, Bangalore",11:30am – 11pm (Today),"01, 3/1 Near Govt School Basavanapura Main Road, KR Puram, Bangalore",+919986046777,1,0,1,0,3.8,31,3.8,237,,,,800
House of Momos By A1 Food Services,https://www.zomato.com/bangalore/house-of-momos-by-a1-food-services-kr-puram-bangalore,Momos,"KR Puram, Bangalore",,"Shop 5, Manjunatha Nagar, Seegehalli Main Road, Virgonagar, KR Puram, Bangalore",+919113833796,1,0,0,0,-,0,3.7,129,,,,100
Mann Food Court,https://www.zomato.com/bangalore/mann-food-court-itpl-main-road-whitefield-bangalore,"North Indian, Fast Food, Biryani, Chinese","ITPL Main Road, Whitefield, Bangalore",11am – 11pm (Today),"Survey 166, Pattanduru Agrahara Village, Near Global School, ITPL Main Road, Whitefield, Bangalore",+919591594367,1,1,1,0,-,1,4.0,197,,,,300
Pizza House,https://www.zomato.com/bangalore/pizza-house-1-whitefield-bangalore,Pizza,"Whitefield, Bangalore",11am – 11pm (Today),"92/2, Prithvi Layout, Chansandra, Whitefield, Bangalore",+919576778802,1,1,1,0,-,1,3.0,93,,,"Wonderful Presentation, Timely Service, Price, Quality, Packaging, Taste",300
Bangarpet Pani Puri,https://www.zomato.com/bangalore/bangarpet-pani-puri-itpl-main-road-whitefield-bangalore,Street Food,"ITPL Main Road, Whitefield, Bangalore",3am – 9:30pm (Today),"106, Ground Floor, Nagondanahalli, Main Road, Channasandra, ITPL Main Road, Whitefield, Bangalore",+917204139353,1,1,1,0,-,0,3.8,45,,,,150
Bangalore Pizza Company,https://www.zomato.com/bangalore/bangalore-pizza-company-whitefield-bangalore,Pizza,"Whitefield, Bangalore",,"101, Old House 48, Katha 70, BBMP Katha 70/48, 45, Main Road, Whitefield, Bangalore",+918891624449,1,0,0,0,-,0,3.8,256,,,,300
Deli2Go,https://www.zomato.com/bangalore/deli2go-whitefield-bangalore,"Fast Food, Street Food, Hot dogs, Beverages","Whitefield, Bangalore",8am – 10pm (Today),"Saibaba Road, Bidaranahalli, Whitefield, Bangalore",+918722797391,1,1,1,0,-,1,3.7,29,,,,500
Paris Waffle Co. ,https://www.zomato.com/bangalore/paris-waffle-co-whitefield-bangalore,Desserts,"Whitefield, Bangalore",,"1, 1st Floor, Narayanappa Building, Dr Br Ambedakar Road, Whitefield, Bangalore",+918884730469,1,0,0,0,-,0,-,6,,,,200
Cold Stone Creamery,https://www.zomato.com/bangalore/cold-stone-creamery-whitefield,"Desserts, Beverages, Shake","Whitefield, Bangalore",11am – 12midnight (Today),"120, Ground Floor, EPIP Zone, Near BMTC Bus Depot, Whitefield, Bangalore",+918046411444,1,1,1,0,4.3,645,4.1,6615,,"Rose Ice Cream, Chocolate Devotion, Banana Caramel, Cookies, Icecream, Shakes","Coffee Date, Totally Worth it, Table Service, Best Places, Family Crowd, Location",400
Bangarpete Chats,https://www.zomato.com/bangalore/bangarpete-chats-brookefield-bangalore,Fast Food,"Brookefield, Bangalore",3pm – 9pm (Today),"4TH Main Road, Opposite Thirmala Residency, Sri Rama PG, Bangalore",+919632353410,1,1,1,0,-,0,3.9,26,,,,150
Motichur Sweets & Snacks,https://www.zomato.com/bangalore/motichur-sweets-snacks-whitefield-bangalore,"Mithai, Street Food","Whitefield, Bangalore",,"Shop 197/4, Main Road, Whitefield, Bangalore",+917899261504,1,0,0,0,-,0,3.7,15,,,,100
Hotel Manu,https://www.zomato.com/bangalore/hotel-manu-1-whitefield-bangalore,"Andhra, North Indian, Chinese, Biryani","Whitefield, Bangalore",11am – 11:30pm (Today),"10, 11, Survey 38/2, New Katha 814/567, Sai Colony, Human Road, Bellathur, Kadugodi, Whitefield, Bangalore",+918971833337,1,1,1,0,3.8,98,3.7,5645,,,"Meals, Good Taste, Quantity, Price",550
Burger It Up,https://www.zomato.com/bangalore/burger-it-up-1-whitefield-bangalore,Burger,"Whitefield, Bangalore",,"Khata 208/176/1, Shop 12, 2nd Floor, Arya Hub Mall, Hope Farm Signal, Prashanth Extension, Whitefield, Bangalore",+918047108564,1,0,0,0,-,0,3.5,22,,,,200
Desi Chats,https://www.zomato.com/bangalore/desi-chats-kaggadasapura-bangalore,"Street Food, North Indian","Kaggadasapura, Bangalore","8am – 12noon, 4:30pm – 8:30pm (Today)","5, Shivaganga Complex, Behind More Mega Store, Shivaganga Layout, Kaggadasapura, Bangalore",+917829267381,1,1,0,0,3.9,41,3.7,807,,,,150
Chai Resto,https://www.zomato.com/bangalore/chai-resto-whitefield-bangalore,"Tea, Juices, Shake, Beverages, Fast Food, North Indian, Street Food, Healthy Food","Whitefield, Bangalore",7:30am – 10:30pm (Today),"SST Brindavan, Number 65, EPIP, Whitefield, Bangalore",+916362439241,1,1,0,0,3.3,34,3.7,2100,,,,350
Vinu Green Chilli,https://www.zomato.com/bangalore/vinu-green-chilli-2-whitefield-bangalore,"Street Food, Rolls, Kebab","Whitefield, Bangalore",,"310, Ashwathaiah Building, Immadihalli, Hagadur Main Road, Near Anganavadi School, Whitefield, Bangalore",+919739800817,1,0,0,0,-,0,3.4,882,,,,100
N Neerav Chinese Cuisine,https://www.zomato.com/bangalore/n-neerav-chinese-cuisine-1-whitefield-bangalore,Chinese,"Whitefield, Bangalore",10am – 10pm (Today),"A1, Fresh Super Market, Seegehalli, Kadugodi, Whitefield, Bangalore",+918971735513,1,1,0,0,-,0,3.8,327,,,,150
U.P. Dhaba,https://www.zomato.com/bangalore/u-p-dhaba-whitefield-bangalore,"North Indian, Chinese, Biryani","Whitefield, Bangalore",Opens tomorrow at 8am,"107/P2, Arun Compound, Opposite HCL, ITPL Main Road, Whitefield, Bangalore",+919632703984,1,1,1,0,2.8,284,3.4,14000,,,"Economical, Tasty, Packing, Delicious Food, Experience, Good Food",350
Srinidhi Sagar,https://www.zomato.com/bangalore/srinidhi-sagar-1-whitefield,"South Indian, Chinese, North Indian, Biryani","Whitefield, Bangalore",7:30am – 10pm (Today),"2, Rajapalya ITPL Main Road, Whitefield Hoodi, Mahadevapura, B.B.M.P East, Karnataka, Bangalore",+917022964032,1,1,1,1,3.4,72,3.9,350,,,"Good Taste, Ambience, Food, Service",300
The Dessert Corner,https://www.zomato.com/bangalore/the-dessert-corner-brookefield-bangalore,"Desserts, Bakery","Brookefield, Bangalore",,"1, 1st Floor, Nallurahalli, Dr. BR Ambedakar Road, Near Narayanappa Building, Brookefield, Bangalore",+918884730469,1,0,0,0,-,0,3.4,23,,,,150
Hyderabadi Biriyani Palace,https://www.zomato.com/bangalore/hyderabadi-biriyani-palace-whitefield-bangalore,"South Indian, Andhra, Chinese, Biryani","Whitefield, Bangalore","12midnight – 3am, 11:01am – 12midnight (Today)","246, Near MVJ College, 2nd Cross, AKG Colony, Channasandra Main Road, Whitefield, Bangalore",+916360334155,1,1,1,0,-,0,3.5,35,,,,350
McCafe by McDonald's,https://www.zomato.com/bangalore/mccafe-by-mcdonalds-kr-puram-bangalore,"Coffee, Desserts, Beverages","KR Puram, Bangalore",12noon – 10pm (Today),"FC-08, Plot 11, VR Mall, KR Puram, Bangalore",+918928304282,1,1,1,0,3.1,0,3.7,0,,,,500
Slurpy Shakes,https://www.zomato.com/bangalore/slurpy-shakes-whitefield-bangalore,"Beverages, Burger, Fast Food, Bakery, Shake","Whitefield, Bangalore",8am – 3am (Today),"Shop 12 & 13, 2nd Floor, Arya Hub Mall, Hope Farm Signal, Prashanth Extension, Whitefield, Bangalore",+918047108564,1,0,1,0,3.0,23,3.9,1304,,,,500
Karnataka Donne Biryani,https://www.zomato.com/bangalore/karnataka-donne-biryani-1-whitefield-bangalore,"Biryani, South Indian","Whitefield, Bangalore",11am – 12midnight (Today),"771, Rajapalya Hoodi, 1st Main, ITPL Main Road, Rajpalya, Near PNB Bank, Whitefield, Bangalore",+916366669991,1,1,1,0,-,1,3.6,138,,,,300
Seth Chatpata Chatwala,https://www.zomato.com/bangalore/seth-chatpata-chatwala-2-kr-puram-bangalore,"Fast Food, Pizza, Street Food, Beverages, Shake","KR Puram, Bangalore",2:30pm – 9pm (Today),"101, Main Road Nisarga, Near Web Zone Cyber Cafe, KR Puram, Bangalore",+919972775111,1,1,1,0,3.4,5,3.8,26,,,,300
Udupi Ruchi,https://www.zomato.com/bangalore/udupi-ruchi-kr-puram-bangalore,South Indian,"KR Puram, Bangalore",8:30am – 10pm (Today),"17, 6th Main, 3rd Block, Ayyappa Nagar, Hoodi Main Road, KR Puram, Bangalore",+918431840842,1,1,0,0,-,0,3.8,154,,,,100
Hopshaus,https://www.zomato.com/bangalore/hopshaus-whitefield-bangalore,"Continental, North Indian, Chinese, Beverages, Desserts","Whitefield, Bangalore",11:30am – 11:30pm (Today),"101, Old House 48, Khata 70, BBMP Katha 70/48 - 45, Main Road, Near Whitefield, Bangalore",+916366230336,1,1,1,0,3.8,138,4.1,194,,"Wasabi Prawns, Wheat Beer, Cocktails, Pizza","Elaborate Menu, Decor, Customizable Food, Fresh Food, Ambiance, Good Quality",1500
SMS Evening Fast Food,https://www.zomato.com/bangalore/sms-evening-fast-food-whitefield-bangalore,"North Indian, Chinese, South Indian","Whitefield, Bangalore",,"Next To KSVK School, Vinayaka Nagar Road, Whitefield, Bangalore",+918951576883,1,0,0,0,-,0,3.7,34,,,,150
Sri Udupi Grand,https://www.zomato.com/bangalore/sri-udupi-grand-2-kr-puram-bangalore,"South Indian, Chinese","KR Puram, Bangalore",7am – 10pm (Today),"1, Ground Floor, Rachana Mansion, Gangadharchar Layout, Devasandra, KR Puram, Bangalore",+917259183562,1,1,1,0,-,3,4.1,103,,,,350
Kolkata Famous Kati Roll,https://www.zomato.com/bangalore/kolkata-famous-kati-roll-2-kaggadasapura-bangalore,Rolls,"Kaggadasapura, Bangalore",12:23pm – 10pm (Today),"Laxmi Sagar Layout, Mahadevapura, Kaggadasapura, Bangalore",+919900903885,1,1,0,0,-,0,3.4,7,,,,100
Karachi Bakery,https://www.zomato.com/bangalore/karachi-bakery-whitefield,"Bakery, Mithai, Desserts, Street Food","Phoenix Marketcity Bangalore, Whitefield, Bangalore",10:30am – 10pm (Today),"2nd Floor, Phoenix Market City, Whitefield Main Road, Whitefield, Bangalore",+917483273723,1,1,0,1,-,0,4.3,85,,,,200
Kolkata Famous Kathi Roll,https://www.zomato.com/bangalore/kolkata-famous-kathi-roll-kr-puram-bangalore,Rolls,"KR Puram, Bangalore",11:30am – 10:30pm (Today),"64, Ground Floor, Devasandra Main Road, Near Bharat Petrol Pump, KR Puram, Bangalore",+919740704558,1,1,0,0,-,0,3.7,41,,,,100
Edesia by Freshmenu,https://www.zomato.com/bangalore/edesia-by-freshmenu-whitefield-bangalore,"Bakery, Desserts","Whitefield, Bangalore",,"161, Khatha 255, Site 12, Whitefield Main Road, Pattandur Agrahara, Whitefield, Bangalore",+918040424242,1,0,0,0,-,0,4.3,172,,,,100
Cookie Man,https://www.zomato.com/bangalore/cookie-man-whitefield-bangalore,"Bakery, Desserts","Forum Shantiniketan Mall, Whitefield, Bangalore",10am – 10pm (Today),"Forum Shantiniketan Mall, Lower Ground Floor, Hoodi, Whitefield, Bangalore",+918638374866,1,1,1,0,-,2,3.6,52,,,,400
Namma Chickpet Donne Biryani,https://www.zomato.com/bangalore/namma-chickpet-donne-biryani-whitefield-bangalore,"Biryani, South Indian","Whitefield, Bangalore",,"Basaveshwara Nilaya Sachidananda Ashram Road, Opposite Subhodaya Appartment, 2nd Main, 8th Cross, Belathur Kadugodi, Whitefield, Bangalore",+917026136995,1,0,0,0,-,0,3.9,786,,"Kabab, Egg, Rice, Biryani","Contactless Delivery, Worth the Money, Proper Packaging, Great Portions, Portion, Timely Service",250
Cream & Fudge,https://www.zomato.com/bangalore/cream-fudge-1-kr-puram-bangalore,"Ice Cream, Desserts, Shake","KR Puram, Bangalore",11am – 11pm (Today),"Shop 8, Survey 66/1, Hoodi Kodigahelli Main Road, KR Puram, Bangalore",+917676869049,1,1,1,1,3.4,16,3.8,307,,,,300
Salt - Indian Restaurant Bar & Grill,https://www.zomato.com/bangalore/salt-indian-restaurant-bar-grill-itpl-main-road-whitefield-bangalore,"North Indian, South Indian, Kebab, Biryani, Mughlai, Desserts, Beverages","Forum Shantiniketan Mall, Whitefield, Bangalore",11am – 11:30pm (Today),"Lower Ground, Forum Shantiniketan Mall, ITPL Main Road, Whitefield, Bangalore",+917676043410,1,1,1,0,4.4,906,3.9,929,,"Chicken Kulcha, Beda Roti, Carrot Cake, Non Veg Platter, Cocktails, Salad","Great Food and Service, Extensive Bar Menu, Relaxed Atmosphere, Good for Large Groups, Dj, Helpful Staff",1500
Stonelicious,https://www.zomato.com/bangalore/stonelicious-marathahalli,"Desserts, Ice Cream, Beverages, Shake","Marathahalli, Bangalore",11:30am – 1am (Today),"35/1B, CRM Sowbhagya Annex Complex, Varthur Road, Marathahalli, Bangalore",+918123000323,1,1,1,0,4.1,194,4.2,4147,,"Chocolate Avalanche, Waffles, Icecream, Ice Creams, Dessert","Portion Size, Tasty, Great Service, Nice Place, Prices",300
Kidilum,https://www.zomato.com/bangalore/kidilum-whitefield,"Kerala, Chinese, North Indian","Whitefield, Bangalore",Opens at 7pm,"140, Pattandur Agrahara, ITPL Backgate, Whitefield, Bangalore",+919845041750,1,1,1,0,3.9,267,3.7,9903,,,"Reasonable Prices, Meals, Spicy, Price, Good Food, Staff",350
Nomad Rolls & Shakes,https://www.zomato.com/bangalore/nomad-rolls-shakes-whitefield-bangalore,"Rolls, Shake, Chinese, Lebanese, Sandwich, Fast Food, Beverages, Italian","Whitefield, Bangalore","12midnight – 1am, 11:30am – 12midnight (Today)","Shop 15, 2nd Floor, LN Arcade, Vijaynagar Road, Opposite Government Polytechnic College, Whitefield, Bangalore",+917204352110,1,1,1,0,3.6,6,3.5,198,,,"Good Packaging, Timely Service, Spicy, Price, Good Quality, Taste",250
Hotel Abooz- Eat 'N' Meet Restaurant,https://www.zomato.com/bangalore/hotel-abooz-eat-n-meet-restaurant-whitefield-bangalore,"North Indian, South Indian, Fast Food, Mughlai, Seafood, Desserts, Shake","Whitefield, Bangalore",11am – 12midnight (Today),"107/1, Pattandur, Agrahara, Whitefield, Bangalore",+918548989092,1,1,0,0,3.6,9,4.0,73,,,"Cooperative Staff, Best in Service, Timely Service, Great Portions, Fresh Food, Good Quality",500
Snack House,https://www.zomato.com/bangalore/snack-house-1-whitefield-bangalore,"Momos, Fast Food","Whitefield, Bangalore",,"24, Survey 6, MS Commercial Complex, Seegehalli, Kadugodi, Opposite Shell Petrol Bunk, Whitefield, Bangalore",+918197949039,1,0,0,0,-,0,4.0,33,,,,150
Park N Eat,https://www.zomato.com/bangalore/park-n-eat-kr-puram,"Chinese, North Indian","KR Puram, Bangalore",11am – 11pm (Today),"137/6D, Subhash Nagar, TC Palya Road, Near Bajaj Showroom, KR Puram, Bangalore",+919036644927,1,1,1,0,3.8,183,3.6,9605,,,,300
The Biryani Zone - By Kouzina,https://www.zomato.com/bangalore/the-biryani-zone-by-kouzina-whitefield-bangalore,Biryani,"Whitefield, Bangalore",,"Khata 208/176/1, Shop 12, Second Floor, Arya Hub Mall, Hope Farm, Pattandur Agrahara, Whitefield, Bangalore",+918047108564,1,0,0,0,-,0,3.7,3,,,,200
Biryani Box,https://www.zomato.com/bangalore/biryani-box-whitefield-bangalore,Biryani,"Whitefield, Bangalore",11am – 11pm (Today),"Survey 166, Pattanduru Agrahara Village, Main Road, Near Global School, Whitefield, Bangalore",+919591594708,1,1,0,0,-,0,3.8,261,,,,200
Roj Ka Khana,https://www.zomato.com/bangalore/roj-ka-khana-1-whitefield-bangalore,"North Indian, Biryani","Whitefield, Bangalore",11am – 11pm (Today),"Survey 166, Pattanduru Agrahara Village, Main Road, Near Global School, Whitefield, Bangalore",+919591594708,1,1,0,0,-,0,3.9,776,,,,150
Pakka Mane Uta,https://www.zomato.com/bangalore/pakka-mane-uta-whitefield-bangalore,"South Indian, North Indian, Beverages, Desserts, Shake","Whitefield, Bangalore",,"87, Prashanthi Extension, Hopeform, Whitefield, Bangalore",+919113853944,1,0,0,0,-,0,3.5,495,,"Puliogare, Fresh Juice, Chicken Biriyani, Chutney","Cheap and Affordable, Economical Price, Great Veg Options, Healthy and Delicious, Fresh Food with Good Quality, Mouth Watering Food",100
Sri Udupi Park,https://www.zomato.com/bangalore/sri-udupi-park-kr-puram-bangalore,"South Indian, North Indian, Chinese, Street Food, Ice Cream, Beverages","KR Puram, Bangalore",7am – 10:30pm (Today),"Site 1.1, Khata 103, Opposite Phoenix Market City, Itpl Main Road, Mahadevpura, KR Puram, Bangalore",+919880110853,1,1,1,0,3.1,4,3.8,175,,,,300
